iter	Passed	Remaining
358	7506	13403
359	7526	13380
360	7544	13354
361	7562	13328
362	7583	13308
363	7605	13287
364	7624	13265
365	7644	13242
366	7663	13218
367	7681	13192
368	7701	13170
369	7722	13148
370	7742	13127
371	7762	13103
372	7781	13079
373	7804	13063
374	7825	13041
375	7846	13021
376	7866	12999
377	7886	12977
378	7906	12954
379	7925	12931
380	7945	12908
381	7965	12885
382	7985	12863
383	8005	12842
384	8026	12820
385	8045	12797
386	8065	12775
387	8083	12750
388	8101	12724
389	8122	12704
390	8143	12683
391	8162	12660
392	8182	12637
393	8203	12616
394	8222	12593
395	8243	12573
396	8263	12551
397	8283	12529
398	8305	12510
399	8324	12486
400	8345	12466
401	8365	12444
402	8385	12422
403	8405	12399
404	8426	12379
405	8448	12360
406	8469	12339
407	8489	12318
408	8508	12294
409	8528	12272
410	8547	12249
411	8567	12226
412	8589	12208
413	8607	12183
414	8626	12160
415	8647	12139
416	8667	12117
417	8686	12094
418	8705	12071
419	8724	12048
420	8744	12025
421	8763	12002
422	8783	11981
423	8803	11960
424	8823	11937
425	8841	11912
426	8863	11894
427	8883	11872
428	8903	11850
429	8923	11828
430	8943	11806
431	8962	11784
432	8983	11763
433	9003	11742
434	9023	11720
435	9042	11697
436	9063	11677
437	9082	11654
438	9102	11632
439	9122	11611
440	9141	11587
441	9162	11566
442	9182	11545
443	9202	11523
444	9222	11502
445	9243	11481
446	9263	11459
447	9282	11437
448	9303	11416
449	9323	11395
450	9343	11373
451	9363	11352
452	9382	11329
453	9403	11308
454	9425	11289
455	9446	11269
456	9466	11247
457	9487	11228
458	9507	11206
459	9527	11184
460	9547	11162
461	9569	11143
462	9596	11130
463	9622	11115
464	9643	11095
465	9661	11071
466	9682	11050
467	9702	11028
468	9720	11005
469	9740	10983
470	9757	10959
471	9778	10938
472	9798	10916
473	9818	10895
474	9837	10873
475	9856	10850
476	9878	10831
477	9899	10811
478	9919	10788
479	9940	10768
480	9959	10746
481	9979	10724
482	10001	10705
483	10022	10685
484	10044	10666
485	10067	10647
486	10085	10624
487	10105	10602
488	10123	10579
489	10144	10558
490	10164	10536
491	10182	10514
492	10204	10494
493	10224	10472
494	10247	10454
495	10268	10434
496	10290	10414
497	10313	10396
498	10335	10377
499	10357	10357
500	10380	10338
501	10402	10319
502	10425	10301
503	10448	10282
504	10470	10262
505	10493	10244
506	10517	10226
507	10538	10206
508	10561	10187
509	10583	10168
510	10603	10147
511	10626	10127
512	10647	10107
513	10668	10087
514	10688	10065
515	10708	10044
516	10731	10025
517	10753	10005
518	10772	9983
519	10794	9963
520	10814	9942
521	10835	9921
522	10866	9910
523	10887	9890
524	10911	9872
525	10934	9853
526	10959	9836
527	10989	9823
528	11015	9807
529	11036	9787
530	11056	9765
531	11075	9743
532	11096	9722
533	11115	9700
534	11137	9680
535	11157	9658
536	11178	9637
537	11198	9616
538	11220	9596
539	11246	9580
540	11265	9558
541	11285	9536
542	11306	9515
543	11326	9494
544	11349	9475
545	11370	9454
546	11391	9433
547	11416	9416
548	11439	9397
549	11459	9376
550	11480	9355
551	11499	9332
552	11520	9312
553	11543	9292
554	11564	9272
555	11585	9251
556	11605	9229
557	11625	9208
558	11646	9187
559	11666	9166
560	11685	9144
561	11706	9123
562	11726	9102
563	11746	9080
564	11767	9059
565	11786	9037
566	11808	9017
567	11830	8997
568	11849	8975
569	11870	8955
570	11891	8934
571	11911	8912
572	11932	8891
573	11952	8870
574	11973	8849
575	11992	8827
576	12012	8806
577	12034	8786
578	12053	8764
579	12074	8743
580	12094	8721
581	12113	8699
582	12133	8678
583	12152	8656
584	12172	8635
585	12196	8616
586	12213	8593
587	12236	8574
588	12261	8556
589	12283	8535
590	12304	8515
591	12327	8495
592	12349	8475
593	12373	8457
594	12407	8445
595	12435	8429
596	12463	8413
597	12490	8396
598	12518	8380
599	12543	8362
600	12568	8344
601	12590	8323
602	12613	8304
603	12634	8283
604	12656	8263
605	12673	8239
606	12697	8220
607	12719	8200
608	12742	8181
609	12768	8163
610	12794	8146
611	12818	8126
612	12839	8106
613	12861	8085
614	12884	8065
615	12907	8046
616	12931	8027
617	12953	8006
618	12978	7988
619	13001	7968
620	13025	7949
621	13047	7929
622	13070	7909
623	13103	7895
624	13126	7876
625	13148	7855
626	13172	7836
627	13194	7815
628	13214	7794
629	13235	7773
630	13256	7752
631	13277	7731
632	13299	7710
633	13321	7690
634	13341	7668
635	13361	7647
636	13384	7627
637	13407	7607
638	13431	7588
639	13452	7566
640	13472	7545
641	13494	7525
642	13515	7503
643	13537	7483
644	13559	7462
645	13580	7441
646	13601	7420
647	13622	7400
648	13644	7379
649	13666	7359
650	13687	7337
651	13709	7317
652	13730	7296
653	13752	7275
654	13774	7255
655	13796	7234
656	13820	7215
657	13843	7195
658	13866	7175
659	13887	7154
660	13904	7131
661	13922	7108
662	13939	7085
663	13961	7064
664	13978	7041
665	13995	7018
666	14013	6996
667	14030	6973
668	14047	6950
669	14064	6927
670	14081	6904
671	14098	6881
672	14113	6857
673	14128	6833
674	14143	6810
675	14159	6786
676	14174	6762
677	14189	6738
678	14204	6715
679	14221	6692
680	14236	6668
681	14251	6645
682	14266	6621
683	14282	6598
684	14297	6574
685	14312	6551
686	14328	6528
687	14344	6505
688	14359	6481
689	14376	6459
690	14392	6436
691	14409	6413
692	14426	6390
693	14442	6368
694	14458	6344
695	14474	6322
696	14489	6298
697	14504	6275
698	14518	6251
699	14534	6228
700	14549	6205
701	14564	6182
702	14579	6159
703	14594	6136
704	14609	6113
705	14630	6092
706	14651	6071
707	14672	6051
708	14693	6030
709	14716	6010
710	14737	5990
711	14755	5968
712	14776	5947
713	14799	5927
714	14818	5906
715	14834	5884
716	14860	5865
717	14881	5844
718	14901	5823
719	14916	5800
720	14934	5779
721	14955	5758
722	14973	5736
723	14992	5715
724	15012	5694
725	15031	5673
726	15050	5651
727	15069	5630
728	15090	5609
729	15109	5588
730	15126	5566
731	15147	5545
732	15166	5524
733	15185	5503
734	15205	5482
735	15224	5461
736	15244	5440
737	15264	5419
738	15284	5398
739	15303	5377
740	15325	5356
741	15343	5335
742	15360	5313
743	15380	5292
744	15397	5270
745	15414	5248
746	15432	5226
747	15447	5204
748	15468	5183
749	15487	5162
750	15507	5141
751	15526	5120
752	15545	5099
753	15565	5078
754	15585	5057
755	15605	5036
756	15623	5015
757	15643	4994
758	15664	4973
759	15682	4952
760	15703	4931
761	15721	4910
762	15744	4890
763	15765	4869
764	15786	4849
765	15802	4827
766	15822	4806
767	15842	4785
768	15862	4764
769	15882	4744
770	15903	4723
771	15921	4702
772	15944	4682
773	15965	4661
774	15986	4641
775	16005	4620
776	16025	4599
777	16045	4578
778	16065	4557
779	16086	4537
780	16106	4516
781	16122	4494
782	16137	4472
783	16153	4450
784	16172	4429
785	16194	4409
786	16211	4387
787	16227	4365
788	16244	4344
789	16260	4322
790	16275	4300
791	16293	4279
792	16308	4257
793	16325	4235
794	16341	4213
795	16358	4192
796	16374	4170
797	16391	4149
798	16407	4127
799	16425	4106
800	16442	4084
801	16458	4063
802	16474	4041
803	16491	4020
804	16508	3998
805	16526	3977
806	16542	3956
807	16558	3934
808	16575	3913
809	16592	3892
810	16611	3871
811	16627	3849
812	16646	3828
813	16665	3808
814	16683	3787
815	16701	3765
816	16718	3744
817	16735	3723
818	16751	3702
819	16767	3680
820	16784	3659
821	16799	3637
822	16815	3616
823	16830	3594
824	16846	3573
825	16861	3551
826	16877	3530
827	16892	3509
828	16908	3487
829	16924	3466
830	16941	3445
831	16956	3424
832	16972	3402
833	16988	3381
834	17004	3360
835	17022	3339
836	17037	3317
837	17053	3296
838	17070	3275
839	17086	3254
840	17102	3233
841	17119	3212
842	17134	3191
843	17151	3170
844	17168	3149
845	17185	3128
846	17202	3107
847	17218	3086
848	17234	3065
849	17251	3044
850	17267	3023
851	17284	3002
852	17301	2981
853	17319	2960
854	17336	2940
855	17353	2919
856	17371	2898
857	17388	2877
858	17405	2857
859	17423	2836
860	17439	2815
861	17456	2794
862	17473	2773
863	17490	2753
864	17507	2732
865	17523	2711
866	17539	2690
867	17555	2669
868	17571	2648
869	17588	2628
870	17603	2607
871	17621	2586
872	17639	2566
873	17657	2545
874	17674	2524
875	17692	2504
876	17709	2483
877	17726	2463
878	17743	2442
879	17759	2421
880	17775	2401
881	17793	2380
882	17810	2359
883	17827	2339
884	17845	2318
885	17862	2298
886	17879	2277
887	17894	2257
888	17910	2236
889	17925	2215
890	17943	2195
891	17958	2174
892	17974	2153
893	17989	2133
894	18006	2112
895	18022	2091
896	18039	2071
897	18056	2050
898	18071	2030
899	18087	2009
900	18104	1989
901	18119	1968
902	18135	1948
903	18151	1927
904	18167	1907
905	18184	1886
906	18201	1866
907	18217	1845
908	18234	1825
909	18251	1805
910	18267	1784
911	18284	1764
912	18300	1743
913	18316	1723
914	18333	1703
915	18350	1682
916	18367	1662
917	18384	1642
918	18400	1621
919	18418	1601
920	18435	1581
921	18453	1561
922	18471	1540
923	18490	1520
924	18510	1500
925	18530	1480
926	18551	1460
927	18576	1441
928	18599	1421
929	18621	1401
930	18643	1381
931	18664	1361
932	18683	1341
933	18706	1321
934	18730	1302
935	18749	1282
936	18768	1261
937	18787	1241
938	18806	1221
939	18822	1201
940	18842	1181
941	18859	1161
942	18876	1141
943	18894	1120
944	18911	1100
945	18929	1080
946	18946	1060
947	18963	1040
948	18981	1020
949	18998	999
950	19015	979
951	19033	959
952	19050	939
953	19068	919
954	19084	899
955	19103	879
956	19121	859
957	19139	839
958	19157	819
959	19177	799
960	19197	779
961	19218	759
962	19236	739
963	19255	719
964	19282	699
965	19300	679
966	19318	659
967	19345	639
968	19364	619
969	19383	599
970	19402	579
971	19420	559
972	19439	539
973	19458	519
974	19478	499
975	19497	479
976	19516	459
977	19536	439
978	19555	419
979	19574	399
980	19596	379
981	19615	359
982	19634	339
983	19652	319
984	19670	299
985	19688	279
986	19706	259
987	19724	239
988	19745	219
989	19767	199
990	19789	179
991	19810	159
992	19831	139
993	19850	119
994	19867	99
995	19888	79
996	19909	59
997	19927	39
998	19943	19
999	19960	0
